Original File name;Location;Suppliers Reference;Title;Description;Year;Creator;Keywords;caption;image_id;IMAGE LINK
2278.tif;British Empire and Commonwealth Collections at Bristol Archives;2000/098/1/51;View from bungalow at Badagry showing barrels of oil and bags of nuts;Caption reads: 'View from Badagry bungalow window 1922'. Cargo boats wait at a riverside jetty belonging to the African Oil Nuts Company.;1922;;Nigeria;View from bungalow at Badagry showing barrels of oil and bags of nuts;118830;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/8e238a8488bb6f2f2843296db155b4e0
BEC 2000-084 [Album-Somalia-selected photos] 6.tif;British Empire and Commonwealth Collections at Bristol Archives;2000/084/1/1/3/14;Drawing water from a well;A group of Somali men and women stand around what appears to be a well, as 2 people fill large jars. In a companion photo a camel is sitting next to the well.;c. 1940;;Somalia;Drawing water from a well;234878;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/c2ee9d6a3baf66cbe5ddc4aae1d88400
2283.tif;British Empire and Commonwealth Collections at Bristol Archives;2000/098/1/131;District Officer H. Montmorency at Empire Day celebrations;"Caption reads: 'H. Montmorency D.O. Empire Day Badagry 1924'. 
District Officer H. Montmorency attends Empire Day celebrations with his Nigerian assistants or students.";1924;;Nigeria;District Officer H. Montmorency at Empire Day celebrations;119249;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/7bd966c4881c48d0cce6e6367cefdf5e
2130.tif;British Empire and Commonwealth Collections at Bristol Archives;2000/098/2/76;Group of spectators at Lagos races, Easter 1928;Marking on reverse: 'Lagos races, Easter 1928'. A crowd, predominantly European, at the Easter Races.;1928;;Nigeria;Group of spectators at Lagos races, Easter 1928;119865;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/97d2795cc0cc2a0a3625dbf44f88e948
BEC 2000-084 [Album-Somalia-selected photos] 24.tif;British Empire and Commonwealth Collections at Bristol Archives;2000/084/1/1/3/93;Portrait of a woman from the Tigre tribe;Portrait of a woman from the Tigre tribe of Eritrea;c. 1940;;Eritrea;Portrait of a woman from the Tigre tribe;234839;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/5f2169d919f6d855920a64a6480169fc
BEC 2000-084 [Album-Somalia-selected photos] 22.tif;British Empire and Commonwealth Collections at Bristol Archives;2000/084/1/1/3/94;Portrait of a woman from the Tigre tribe;Portrait of a woman from the Tigre tribe of Eritrea;c. 1940;;Eritrea;Portrait of a woman from the Tigre tribe;234835;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/1ef949d2f7bba26de68b80de725b3cb2
2269.tif;British Empire and Commonwealth Collections at Bristol Archives;2000/098/1/7;View of the grounds and clubhouse at Lagos Club;Caption reads: 'Lagos Club 1928. A view of the grounds and clubhouse'.;1928;;Nigeria;View of the grounds and clubhouse at Lagos Club;118576;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/2e810003583bb44169a2d02cc126ca1b
11765.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/34/45;Sierra Leone Government Railway Locomotive no. 23;"Photograph of Sierra Leone Government Railway locomotive no. 23, built by Hunslet Engine Co., Leeds. Engine specifications are handwritten on the photograph.
Caption reads: Standard Type Locomotive.";[c.1898];;Sierra Leone;Sierra Leone Government Railway Locomotive no. 23;116895;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/858f6316114b6b71d84763ee3ea334d1
11778.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/34/58;Opening ceremony, Sierra Leone Government Railway;"Posed shot of men and women in their finery, gathered for the opening of the Sierra Leone Government Railway line. 
Caption reads: Groupe at Opening of Railway.";[c.1898];;Sierra Leone;Opening ceremony, Sierra Leone Government Railway;116908;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/de9c9a623c694f4001689c11596b0dd3
11759.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/34/39;4 Mile Village Railway Station, Sierra Leone;"View of exterior of 4 Mile Village Railway Station under construction (later re-named Newton).
Caption reads: 4 Mile Village Stn. Building, Sep. 1st 1898.";1898;;Sierra Leone;4 Mile Village Railway Station, Sierra Leone;116889;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/b8d14b3b52f97acafa312027420bdd16
BEC 1999-221-1-4-29.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/4/29;Opening ceremony, Lagos Steam Tramway;View of train decked with flags and foliage and filled with passengers. They are celebrating the opening of the line.;23-May-02;;Nigeria;Opening ceremony, Lagos Steam Tramway;269301;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/71643d090c4099ad9646151d795de6a2
11725.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/34/5;Orogon Viaduct, Sierra Leone;"View showing the curve of the viaduct and a building on the far side. 
Caption reads: Orogon Viaduct, taken from Freetown side, 21st April 1898.";1898;;Sierra Leone;Orogon Viaduct, Sierra Leone;116855;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/444ebd3f4e2a7d318cedd07d16e59f65
11746.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/34/26;Water Street Station, Sierra Leone;"View of Water Street Station under construction.
Caption reads: S.L.G.Ry. Water St. Station West Elevation, July 3rd 1898.";1898;;Sierra Leone;Water Street Station, Sierra Leone;116876;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/3ee896eb6e7ba97c893ca390b53c7295
11762.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/34/42;[Cline Town] Railway Station, Sierra Leone;"View of exterior of [Cline Town] Railway Station.
Caption reads: Clives Station Building, Back View.";[c.1898];;Sierra Leone;[Cline Town] Railway Station, Sierra Leone;116892;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/84df331bb37a37e8d8eb8163da2973fa
11766.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/34/46;Waterloo Railway Station, Sierra Leone;"View of exterior of Waterloo Railway Station.
Caption reads: Waterloo Station, 5/11/1898.";1898;;Sierra Leone;Waterloo Railway Station, Sierra Leone;116896;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/789a173366f8682fcef3b8bd90bfb147
10765.tif;British Empire and Commonwealth Collections at Bristol Archives;2005/010/1/14/55;Preparations for a 'sevusevu' ceremony;"Preparations for a 'sevusevu' ceremony
A group of Fijian men perform an elaborate dance before a traditional 'sevusevu' welcoming ceremony. Most sit cross-legged on the ground, facing each other in two rows, whilst another man dances in the centre, his legs bent and arms outstretched. All wear ceremonial costume including skirts made from palm leaves or strips of fabric. Fiji, 1965.
Preceding any event of importance Yanqona must be prepared with elaborate ceremony.";1965;;Fiji;Preparations for a 'sevusevu' ceremony;116283;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/c5c2760a7ea20aaa686c0e2a75662160
10755.tif;British Empire and Commonwealth Collections at Bristol Archives;2005/010/1/14/40;Men perform a 'vakamalolo';"Men perform a 'vakamalolo'
A group of young Fijian men sit cross-legged in a line and stretch out their arms as they perform a 'vakamalolo' or sitting dance. Naked from the waist up, they wear ceremonial costume including face paint and leis made from leaves. Fiji, 1965.
A Vakamalolo which tells a story of some event of the past";1965;;Fiji;Men perform a 'vakamalolo';117579;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/85363e07282069ed8f7b4d909af81f97
10800.tif;British Empire and Commonwealth Collections at Bristol Archives;2005/010/1/13/24;Waiting for carnival to start, Antigua;"Waiting for the carnival to start. Expectant crowds gather on the main street in St John’s, waiting for a carnival procession to begin. The twin white baroque towers of St John's Cathedral are visible in the distance. St Johns, Antigua, 1965.
Caption reads: THE MAIN STREET IS READY FOR THE PROCESSION";1965;;Antigua;Waiting for carnival to start, Antigua;114044;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/a6174e8d496bbf346185f4c54e91ef58
10738.tif;British Empire and Commonwealth Collections at Bristol Archives;2005/010/1/14/9;Royal Fijian Military Band;"Royal Fijian Military Band
Fronted by a Drum Major holding a staff, the 32-piece Royal Fijian Military Band stands in formation, ready to march. The band's instruments include drums, trombones, tubas and trumpets. Fiji, 1965.
This famous band of the Fijian military forces has toured in many countries throughout the world.";1965;;Fiji;Royal Fijian Military Band;115798;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/949b3d97f94c39cb8061af955d66a77a
10808.tif;British Empire and Commonwealth Collections at Bristol Archives;2005/010/1/13/34;Sugar cane harvest Barbados;"Sugar cane harvest, Barbados. Three men harvest sugar cane at a plantation, cutting the crop into manageable lengths with a machete before stacking it onto a trailer. Barbados, 1965. 
Caption reads 'SUGAR IS BY FAR THE MOST IMPORTANT INDUSTRY IN BARBADOS'.";1965;;Barbados;Sugar cane harvest Barbados;115157;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/27141340928b8b3dcb242833d2d2336c
10751.tif;British Empire and Commonwealth Collections at Bristol Archives;2005/010/1/14/30;A beached boat, Fiji;"A beached boat, Fiji
A small motor boat lies stricken on a sandy beach, after having its “bottom ripped out on a hidden reef"". Fiji, 1965.
This boat is unlikely to sail again, for she has just had her bottom ripped out on a hidden reef.";1965;;Fiji;A beached boat, Fiji;122177;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/022e37ab850e935e9a7e74bcc52831c7
9577.tif;British Empire and Commonwealth Collections at Bristol Archives;2005/010/1/11/94;A fisherman's catch at Macau;"A fisherman's catch at Macau
A fisherman's catch is laid out on racks beside sampans moored at Macau Harbour. 
Original Manuscript Caption: A fair catch, the proceeds of which will support a sampan family for a week.";1963;;Macau;A fisherman's catch at Macau;122037;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/4755f25b7d812d9e89c0ab6d0fd733bb
10740.tif;British Empire and Commonwealth Collections at Bristol Archives;2005/010/1/14/12;A coconut grove on Naviti;"A coconut grove on Naviti
Four men walk along a sandy track through a grove of coconut palms on the volcanic island of Naviti. Naviti, Fiji, 1965.
A sandy track beneath the coconut palms - Naviti";1965;;Fiji;A coconut grove on Naviti;122105;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/30f1f2740c4d20ce035895c4987949d7
10812.tif;British Empire and Commonwealth Collections at Bristol Archives;2005/010/1/13/38;Banana weighing station, St Lucia;"Banana weighing station, St Lucia
Male and female labourers carry large hands of bananas on their heads at a plantation weighing station. St Lucia, 1965.";1965;;St Lucia;Banana weighing station, St Lucia;121059;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/c347a281a4dc91446c8ba1898a41a06d
10823.tif;British Empire and Commonwealth Collections at Bristol Archives;2005/010/1/13/53;Harvesting a cacao pod;"Harvesting a cacao pod
A Grenadian farmer uses a machete to slice a ripe cacao pod from a tree on a cocoa plantation. Grenada, 1965.";1965;;Grenada;Harvesting a cacao pod;119226;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/84caff7034b10af2c99dc14c5c0059ec
10073.tif;British Empire and Commonwealth Collections at Bristol Archives;2005/010/1/16/67;Cape Kidnappers, near Napier, North Island;"Cape Kidnappers, near Napier, North Island
Gannets gather near the shore of Cape Kidnappers as tourists walk towards their Landrover.
Caption reads VISITORS RARELY COME HERE TO CAPE KIDNAPPERS, FOR THOUGH IT IS ONLY ABOUT FIFTEEN MILES FROM NAPIER, THE PLACE IS QUITE INACCESSIBLE WITHOUT A LAND ROVER AND A VERY EXPERIENCED DRIVER.  EVEN THEN A SPECIAL PERMIT FROM THE GOVERNMENT IS NECESSARY.";1966;;New Zealand;Cape Kidnappers, near Napier, North Island;120650;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/87bd792ca5e95a13adf9dd7e100a3feb
10782.tif;British Empire and Commonwealth Collections at Bristol Archives;2005/010/1/14/100;Performers on Moorea Island;"Performers on Moorea Island
A woman holds her hands in the air as she dances on a beach, dressed in a 'pareu' (sarong) and flowered lei. Behind her, several other performers sit in the sand, including four men with traditional Tahitian drums. Moorea Island, Windward Islands, French Polynesia, 1965.";1965;;Tahiti;Performers on Moorea Island;116572;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/adf40fc5f483248bcc548a3a6ad1ac04
10085.tif;British Empire and Commonwealth Collections at Bristol Archives;2005/010/1/16/92;Tasman Glacier Ice Cave, Mount Cook National Park;"Tasman Glacier Ice Cave, Mount Cook National Park
Icicles frame the silhouette of a skier as he surveys an ice cave on the Tasman Glacier, Mount Cook National Park.
Caption reads AN ICE CAVE ON THE TASMAN GLACIER. MOUNT COOK NATIONAL PARK.";1966;;New Zealand;Tasman Glacier Ice Cave, Mount Cook National Park;115066;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/b408a259a3bff1b2e1303dcd34c80ac3
10053.tif;British Empire and Commonwealth Collections at Bristol Archives;2005/010/1/16/5;Aerial view of Auckland Harbour Bridge;"Aerial view of Auckland Harbour Bridge
Auckland Harbour Bridge stretches across Waitemata Harbour towards Auckland city. Auckland, New Zealand, 1966.
Caption reads AN AERIAL VIEW OF AUCKLAND HARBOUR BRIDGE FROM BETWEEN NORTHCOTE AND BIRKENHEAD";1966;;New Zealand;Aerial view of Auckland Harbour Bridge;121529;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/c720b216955e552f9c1a1335c0a929e7
10786.tif;British Empire and Commonwealth Collections at Bristol Archives;2005/010/1/14/109;Seashells for the tourist trade;"Seashells for the tourist trade
A craftsman uses a pointed tool to carve designs onto seashells destined for the tourist trade. Tahiti, French Polynesia, 1965.
The decoration of sea shells is a profitable business.";1965;;Tahiti;Seashells for the tourist trade;115653;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/5849041ec5f1f5926f48f6d18ab68919
10059.tif;British Empire and Commonwealth Collections at Bristol Archives;2005/010/1/16/18;Milford Sound from the Milford Hotel;"Milford Sound from the Milford Hotel
A couple admire the view of Milford Sound from the lawn of the Milford Hotel. Southland, New Zealand, 1966.
Caption reads VIEW FROM THE VERANDAH OF THE MILFORD HOTEL. MILFORD SOUND. SOUTHLAND.";1966;;New Zealand;Milford Sound from the Milford Hotel;118137;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/90080aa93a2a1d1cf0598bce1e185d1c
